"annotation_id","annotator","comment","created_at","id","lead_time","rating","sentiment","updated_at","Вопрос решен","Нравится качество выполнения заявки","Нравится качество работы сотрудников","Нравится скорость отработки заявок","Понравилось выполнение заявки" 
659,"2","Сергей Анатольевич, мастер своего дела. Выполнил работу быстро и качественно, спасибо.","2025-05-10T11:31:44.332872Z",3923395,8.88,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:31:44.332872Z","","","","",""
660,"2","Отличный специалист, вопрос решен. Спасибо.","2025-05-10T11:31:55.177381Z",3923512,9.558,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:31:55.177381Z","","","","",""
661,"2","устранили неполадку очень оперативно и качественно. большое спасибо. ","2025-05-10T11:32:04.112222Z",3923554,7.547,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}","2025-05-10T11:32:04.112222Z","","","","",""
662,"2","Сделали после того,как написали в наш город заявки соседи ","2025-05-10T11:32:39.565327Z",3923598,34.485,1,"{""choices"":[""Вопрос решен"",""ни к одному из перечисленных""]}","2025-05-10T11:32:39.565327Z","","","","",""
663,"2","Оперативно и быстро,спасибо Сергею!","2025-05-10T11:32:45.170126Z",3923670,4.275,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:32:45.170126Z","","","","",""
664,"2","Спасибо!","2025-05-10T11:32:48.806378Z",3923691,2.469,5,"Вопрос решен","2025-05-10T11:32:48.806378Z","","","","",""
665,"2","спасибо) вы классные 🥰","2025-05-10T11:32:58.715288Z",3923717,2.61,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:32:58.715288Z","","","","",""
666,"2","Спасибо большое 🌹","2025-05-10T11:33:02.436263Z",3923812,2.793,5,"Вопрос решен","2025-05-10T11:33:02.436263Z","","","","",""
667,"2","в лучшем виде ","2025-05-10T11:33:06.045328Z",3923890,2.529,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:33:06.045328Z","","","","",""
668,"2","Спасибо!","2025-05-10T11:33:08.659714Z",3923893,1.536,5,"Вопрос решен","2025-05-10T11:33:08.659714Z","","","","",""
669,"2","Спасибо за оперативность!","2025-05-10T11:33:13.594021Z",3924164,3.759,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:33:13.594021Z","","","","",""
670,"2","Благодарю за оперативное устранение проблемы! Отдельная благодарность мастеру за подробное разъяснение о причинах отсутствия горячейводы, приятное общение и человеческое отношение!!!","2025-05-10T11:34:00.947937Z",3924204,46.212,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:34:00.947937Z","","","","",""
671,"2","Спасибо большое вам за работу!","2025-05-10T11:34:09.983389Z",3924205,8.075,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:34:09.983389Z","","","","",""
672,"2","все быстро и оперативно 
","2025-05-10T11:34:14.834263Z",3924313,3.963,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:34:14.834263Z","","","","",""
673,"2","Вопрос решен,ну мусорка снова полная.можно поставить два контейнера? ","2025-05-10T11:34:28.082246Z",3924411,12.265,4,"ни к одному из перечисленных","2025-05-10T11:34:28.082246Z","","","","",""
674,"2","Спасибо! Не делайте так больше, или хотя бы заранее предупреждайте о раннем отключении воды, чтоб люди с вечера успели её набрать!! ","2025-05-10T11:49:27.458451Z",3924430,23.638,5,"ни к одному из перечисленных","2025-05-10T11:49:27.458451Z","","","","",""
675,"2","Приехали быстро. Спасибо!","2025-05-10T11:49:34.395641Z",3924431,5.845,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:49:34.395641Z","","","","",""
676,"2","Спасибо!","2025-05-10T11:49:39.729081Z",3924446,4.35,5,"Вопрос решен","2025-05-10T11:49:39.729081Z","","","","",""
677,"2","Всё быстро . Работа выполнена","2025-05-10T11:49:45.798386Z",3924473,4.871,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:49:45.798386Z","","","","",""
678,"2","Благодарю за оперативность! ","2025-05-10T11:49:50.050962Z",3924547,3.006,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:49:50.050962Z","","","","",""
679,"2","Спасибо ","2025-05-10T11:49:55.998629Z",3924558,2.252,5,"Вопрос решен","2025-05-10T11:49:55.998629Z","","","","",""
680,"2","спасибо, отлично ","2025-05-10T11:50:01.236653Z",3924568,4.118,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:50:01.236653Z","","","","",""
681,"2","Спасибо","2025-05-10T11:50:05.097799Z",3924595,2.277,5,"Вопрос решен","2025-05-10T11:50:05.097799Z","","","","",""
682,"2","спасибо за быструю реакцию!","2025-05-10T11:50:10.222476Z",3924647,4.241,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:50:10.222476Z","","","","",""
683,"2","Все супер","2025-05-10T11:50:13.642044Z",3924661,2.441,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:50:13.642044Z","","","","",""
684,"2","все отлично.","2025-05-10T11:50:17.367848Z",3924685,2.614,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:50:17.367848Z","","","","",""
685,"2","Претензий нет","2025-05-10T11:50:20.934267Z",3924836,2.612,5,"Вопрос решен","2025-05-10T11:50:20.934267Z","","","","",""
686,"2","Спасибо большое мастеру, все починил, объяснил! ","2025-05-10T11:50:28.152173Z",3924911,6.176,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:50:28.152173Z","","","","",""
687,"2","спасибо большое всем кто помог решить данную проблему ","2025-05-10T11:50:34.659708Z",3925142,5.676,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:50:34.659708Z","","","","",""
688,"2","Спасибо огромное Петрине Оксане Вдадимировне. Из 5 заявок  только она смогла правильно ответить на заявку. А остальных можете увольнять ,работают видно для галочки.","2025-05-10T11:50:51.373013Z",3925271,17.295,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен"",""ни к одному из перечисленных""]}","2025-05-10T11:50:55.484242Z","","","","",""
689,"2","Спасибо огромное","2025-05-10T11:50:58.303518Z",3925293,1.891,5,"Вопрос решен","2025-05-10T11:50:58.303518Z","","","","",""
690,"2","Все очень хорошо ","2025-05-10T11:51:02.606492Z",3925338,3.194,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:51:02.606492Z","","","","",""
691,"2","Быстро и четко!))","2025-05-10T11:51:06.644837Z",3925362,6.004,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:51:09.971955Z","","","","",""
692,"2","спасибо за оперативность","2025-05-10T11:51:18.306135Z",3925426,4.742,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:51:18.306135Z","","","","",""
693,"2","замечательный шутро и быстро сделали Молодец 👍","2025-05-10T11:51:28.731903Z",3925459,9.481,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:51:28.731903Z","","","","",""
694,"2","спасибо!","2025-05-10T11:51:31.874642Z",3925514,1.881,5,"Вопрос решен","2025-05-10T11:51:31.874642Z","","","","",""
695,"2","спасибо. решили оперативно! ","2025-05-10T11:51:38.714146Z",3925547,5.441,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:51:38.714146Z","","","","",""
696,"2","Быстро качественно ","2025-05-10T11:51:45.001956Z",3925566,4.501,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}","2025-05-10T11:51:45.001956Z","","","","",""
697,"2","Отличный специалист! ","2025-05-10T11:51:49.901648Z",3925616,3.904,5,"Нравится качество работы сотрудников","2025-05-10T11:51:49.901648Z","","","","",""
698,"2","Спасибо Никита💪","2025-05-10T11:51:55.856062Z",3925656,5.036,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:51:55.856062Z","","","","",""
699,"2","Спасибо ","2025-05-10T11:51:59.277586Z",3925707,2.375,5,"Вопрос решен","2025-05-10T11:51:59.277586Z","","","","",""
700,"2","Спасибо ","2025-05-10T11:52:03.572465Z",3925711,1.578,5,"Вопрос решен","2025-05-10T11:52:03.572465Z","","","","",""
701,"2","Спасибо ","2025-05-10T11:52:05.854168Z",3925724,1.52,5,"Вопрос решен","2025-05-10T11:52:05.854168Z","","","","",""
702,"2","Оперативно. Очень вежливый сантехник. Приятно было общаться и получить решение проблемы через 25 минут. Спасибо.","2025-05-10T11:52:23.085677Z",3925871,16.316,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:52:23.085677Z","","","","",""
703,"2","Спасибо за оперативность.","2025-05-10T11:52:26.828478Z",3925996,2.681,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:52:26.828478Z","","","","",""
704,"2","Спасибо","2025-05-10T11:52:29.431519Z",3926005,1.504,5,"Вопрос решен","2025-05-10T11:52:29.431519Z","","","","",""
705,"2","Отлично ","2025-05-10T11:52:32.252217Z",3926087,1.748,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:52:32.252217Z","","","","",""
706,"2","спасибо за информацию!","2025-05-10T11:52:36.282598Z",3926222,3.045,5,"Вопрос решен","2025-05-10T11:52:36.282598Z","","","","",""
707,"2","Очень нравится что стали поливать газон","2025-05-10T11:52:46.738248Z",3926410,9.362,5,"Вопрос решен","2025-05-10T11:52:46.738248Z","","","","",""
708,"2","Спасибо!","2025-05-10T11:52:54.568379Z",3926523,2.791,5,"Вопрос решен","2025-05-10T11:52:54.568379Z","","","","",""
709,"2","мастер супер!!!","2025-05-10T11:52:57.359185Z",3926559,1.695,5,"Нравится качество работы сотрудников","2025-05-10T11:52:57.359185Z","","","","",""
710,"2","спасибо большое за скорость","2025-05-10T11:53:02.731685Z",3926660,4.35,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:53:02.731685Z","","","","",""
711,"2","Спасибо дежурному сантехнику","2025-05-10T11:53:11.911010Z",3926685,5.771,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:53:11.911010Z","","","","",""
712,"2","Спасибо большое!","2025-05-10T11:53:14.757379Z",3926753,1.905,5,"Вопрос решен","2025-05-10T11:53:14.757379Z","","","","",""
713,"2","оперативно,спасибо","2025-05-10T11:53:18.271961Z",3926829,2.699,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:53:18.271961Z","","","","",""
714,"2","Сотрудник позвонил и всё понятно объяснил. Спасибо.","2025-05-10T11:53:26.405257Z",3926847,6.775,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:53:26.405257Z","","","","",""
715,"2","Спасибо Вам Татьяна. Хорошего дня 🤝👍😎","2025-05-10T11:53:31.340879Z",3926885,3.971,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:53:31.340879Z","","","","",""
716,"2","Благодарю УК за оперативность и решение моего вопроса.","2025-05-10T11:53:41.409621Z",3926964,6.696,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:53:41.409621Z","","","","",""
717,"2","Спасибо большое ","2025-05-10T11:53:46.100266Z",3926989,3.64,5,"Вопрос решен","2025-05-10T11:53:46.100266Z","","","","",""
718,"2","хорошо ","2025-05-10T11:54:05.717426Z",3927060,18.684,1,"{""choices"":[""Понравилось выполнение заявки"",""ни к одному из перечисленных""]}","2025-05-10T11:54:05.717426Z","","","","",""
719,"2","Спасибо ","2025-05-10T11:54:08.505917Z",3927165,1.681,5,"Вопрос решен","2025-05-10T11:54:08.505917Z","","","","",""
720,"2","спасибо за оперативность! ","2025-05-10T11:54:13.659423Z",3927168,4.119,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:54:13.659423Z","","","","",""
721,"2","Сотрудник супер,вежливый и работа выполнена на 5+","2025-05-10T11:54:21.357052Z",3927330,6.775,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:54:21.357052Z","","","","",""
722,"2","Молодцы!","2025-05-10T11:54:27.153472Z",3927351,4.506,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:54:27.153472Z","","","","",""
723,"2","Спасибо. Очень быстро приняли меры.","2025-05-10T11:54:34.306523Z",3927378,6.192,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:54:34.306523Z","","","","",""
724,"2","Спасибо!","2025-05-10T11:54:37.124396Z",3927407,1.706,5,"Вопрос решен","2025-05-10T11:54:37.124396Z","","","","",""
725,"2","Все доступно объяснили.","2025-05-10T11:54:47.643876Z",3927480,6.353,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:54:47.643876Z","","","","",""
726,"2","Отличный специалист. Все показал, рассказал объяснил.","2025-05-10T11:54:54.655232Z",3927514,6.095,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:54:54.655232Z","","","","",""
727,"2","отзывчивые менеджеры, всем спасибо за быстроту","2025-05-10T11:55:02.734723Z",3927621,7.192,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:55:02.734723Z","","","","",""
728,"2","Дана консультация, жду решения","2025-05-10T11:55:24.276157Z",3927634,20.697,5,"ни к одному из перечисленных","2025-05-10T11:55:24.276157Z","","","","",""
729,"2","Благодарю ","2025-05-10T11:55:31.338767Z",3927641,2.382,5,"Вопрос решен","2025-05-10T11:55:31.338767Z","","","","",""
730,"2","Очень оперативно! Спасибо большое!!! ","2025-05-10T11:55:35.217605Z",3927735,2.945,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:55:35.217605Z","","","","",""
731,"2","Оперативно и четко решен вопрос. Благодарю. ","2025-05-10T11:55:44.758597Z",3927815,8.572,5,"{""choices"":[""Нравится скорость отработки заявок"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:55:44.758597Z","","","","",""
732,"2","все на высшем уровне ","2025-05-10T11:55:48.709509Z",3927826,2.815,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:55:48.709509Z","","","","",""
733,"2","Спасибо 👍🏻👍🏻👍🏻","2025-05-10T11:55:51.614526Z",3927830,1.87,5,"Вопрос решен","2025-05-10T11:55:51.614526Z","","","","",""
734,"2","Спасибо,что включили кран ","2025-05-10T11:55:55.954410Z",3927965,3.394,5,"Вопрос решен","2025-05-10T11:55:55.954410Z","","","","",""
735,"2","Лучший специалист! Спасибо ","2025-05-10T11:56:06.224800Z",3928090,6.545,5,"{""choices"":[""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:56:06.224800Z","","","","",""
736,"2","проблема не решена,но даны исчерпывающие разъяснения и рекомеедации","2025-05-10T11:56:21.698704Z",3928119,14.48,5,"ни к одному из перечисленных","2025-05-10T11:56:21.698704Z","","","","",""
737,"2","Идеально!","2025-05-10T11:56:24.788702Z",3928138,5.135,5,"{""choices"":[""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:56:28.240011Z","","","","",""
738,"2","спасибо большое за помощь!Мария решила быстро вопрос.Настоящий специалист. ","2025-05-10T11:56:41.024289Z",3928192,10.398,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:56:41.024289Z","","","","",""
739,"2","Супер, спасибо !","2025-05-10T11:56:45.014103Z",3928281,2.453,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:56:45.014103Z","","","","",""
740,"2","все прошло быстро,спасибо сотруднику. ","2025-05-10T11:56:50.495824Z",3928288,4.305,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:56:50.495824Z","","","","",""
741,"2","Благодаря помощи Анастасии, быстро всё решили. Отличная, оперативная работа","2025-05-10T11:57:01.454965Z",3928290,9.85,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:57:01.454965Z","","","","",""
742,"2","Быстро и оперативно спасибо мастеру ","2025-05-10T11:57:06.530568Z",3928297,4.198,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T11:57:06.530568Z","","","","",""
743,"2","Спасибо за вашу работу! ","2025-05-10T11:57:10.715458Z",3928345,2.833,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:57:10.715458Z","","","","",""
744,"2","Все устранили в короткие сроки. Молодцы","2025-05-10T11:57:21.433363Z",3928349,7.377,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:57:21.433363Z","","","","",""
745,"2","быстро, качественно, без лишних вопросов и нюансов ","2025-05-10T11:57:33.360712Z",3928497,10.347,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:57:33.360712Z","","","","",""
746,"2","оперативно,  качественно! спасибо!","2025-05-10T11:57:42.035068Z",3928714,7.415,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Вопрос решен""]}","2025-05-10T11:57:42.035068Z","","","","",""
747,"2","Спасибо! ","2025-05-10T11:57:45.061099Z",3928803,1.966,5,"Вопрос решен","2025-05-10T11:57:45.061099Z","","","","",""
748,"2","отличная работа","2025-05-10T11:57:49.260006Z",3928825,2.992,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:57:49.260006Z","","","","",""
749,"2","спасибо за быстрое решение вопроса! ","2025-05-10T11:57:57.148884Z",3928888,6.655,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:57:57.148884Z","","","","",""
750,"2","Спасибо за вашу работу ","2025-05-10T11:58:04.468128Z",3928911,3.954,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:58:04.468128Z","","","","",""
751,"2","очень оперативно. спасибо","2025-05-10T11:58:08.207057Z",3929011,2.805,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:58:08.207057Z","","","","",""
752,"2","спасибо ","2025-05-10T11:58:10.443382Z",3929230,1.387,5,"Вопрос решен","2025-05-10T11:58:10.443382Z","","","","",""
753,"2","Мгновенно. Спасибо","2025-05-10T11:58:13.855206Z",3929431,2.431,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:58:13.855206Z","","","","",""
754,"2","Оказалось, что это не авария, а нюансы системы водоснабжения и отопления.
Всё подробно объяснили, спасибо!)","2025-05-10T11:58:27.819346Z",3929549,13.118,5,"Вопрос решен","2025-05-10T11:58:27.819346Z","","","","",""
755,"2","Спасибо. Отличная работа, прекрасный коллектив ","2025-05-10T11:58:37.496464Z",3929557,8.473,5,"{""choices"":[""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:58:37.496464Z","","","","",""
756,"2","Спасибо) Оперативно устранили проблему.","2025-05-10T11:58:46.042613Z",3929624,6.795,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:58:46.042613Z","","","","",""
757,"2","быстро понятно спасибо 
","2025-05-10T11:58:51.844596Z",3929881,4.788,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T11:58:51.844596Z","","","","",""
758,"2","вопрос решен","2025-05-10T11:58:56.383810Z",3929910,3.41,5,"Вопрос решен","2025-05-10T11:58:56.383810Z","","","","",""
759,"2","Спасибо за проявленное участие и инциативу.","2025-05-10T11:59:04.565714Z",3929918,7.205,4,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T11:59:04.565714Z","","","","",""
760,"2","Ок. ","2025-05-10T11:59:15.732546Z",3929919,10.249,5,"ни к одному из перечисленных","2025-05-10T11:59:15.732546Z","","","","",""
761,"2","Хоть на заявки быстро отреагировали ","2025-05-10T12:00:32.723873Z",3929997,11.278,5,"Нравится скорость отработки заявок","2025-05-10T12:00:32.723873Z","","","","",""
762,"2","Заменили","2025-05-10T12:00:36.671660Z",3930019,2.745,5,"Вопрос решен","2025-05-10T12:00:36.671660Z","","","","",""
763,"2","Спасибо большое за оперативное реагирование и устранение неисправностей! ","2025-05-10T12:00:44.776449Z",3930202,6.956,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:00:44.776449Z","","","","",""
764,"2","Большое спасибо за оперативность решения вопроса!","2025-05-10T12:00:49.741002Z",3930255,3.905,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:00:49.741002Z","","","","",""
765,"2","Спасибо за оперативность.","2025-05-10T12:00:53.857301Z",3930372,3.056,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:00:53.857301Z","","","","",""
766,"2","грамотный специалист.","2025-05-10T12:01:10.102958Z",3930387,15.227,5,"Нравится качество работы сотрудников","2025-05-10T12:01:10.102958Z","","","","",""
767,"2","Электрик быстро пришёл и всё устранил! Спасибо, очень доволен работой! ","2025-05-10T12:01:21.306073Z",3930751,10.104,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:01:21.306073Z","","","","",""
768,"2","Оперативно","2025-05-10T12:01:26.209566Z",3930758,3.795,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:01:26.209566Z","","","","",""
769,"2","Спасибо за оперативность, желательно проверить и другие столбы освещения ","2025-05-10T12:01:41.750897Z",3930767,13.335,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:01:41.750897Z","","","","",""
770,"2","супер оперативно","2025-05-10T12:01:47.775315Z",3930838,3.9,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:01:47.775315Z","","","","",""
771,"2","быстро умтранили","2025-05-10T12:02:07.569172Z",3930866,18.752,5,"{""choices"":[""Нравится скорость отработки заявок"",""ни к одному из перечисленных""]}","2025-05-10T12:02:07.569172Z","","","","",""
772,"2","Оперативно и качественно мастер решил проблему! Огромное спасибо ему.","2025-05-10T12:02:27.146217Z",3930927,16.064,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Нравится качество работы сотрудников"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:02:27.146217Z","","","","",""
773,"2","Спасибо!","2025-05-10T12:02:30.194487Z",3930975,1.828,5,"Вопрос решен","2025-05-10T12:02:30.194487Z","","","","",""
774,"2","Быстро исправили, спасибо!","2025-05-10T12:02:37.980472Z",3931016,6.74,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:02:37.980472Z","","","","",""
775,"2","Молодцы!","2025-05-10T12:02:42.199189Z",3931167,3.242,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:02:42.199189Z","","","","",""
776,"2","Супер!!!!","2025-05-10T12:02:46.704194Z",3931178,3.623,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:02:46.704194Z","","","","",""
777,"2","спасибо за оперативность! ","2025-05-10T12:02:50.895758Z",3931204,2.421,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:02:50.895758Z","","","","",""
778,"2","Супер","2025-05-10T12:02:55.454330Z",3931561,1.889,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:02:55.454330Z","","","","",""
779,"2","Благодарю за помощь!","2025-05-10T12:03:03.361286Z",3931695,6.675,5,"Вопрос решен","2025-05-10T12:03:03.362287Z","","","","",""
780,"2","Оперативно, аккуратно, в удобное время. ","2025-05-10T12:03:10.191809Z",3932129,5.588,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество выполнения заявки"",""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:03:10.191809Z","","","","",""
781,"2","Быстро обработали заявку, спасибо за оперативность","2025-05-10T12:03:16.619833Z",3932312,5.03,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:03:16.619833Z","","","","",""
782,"2","Спасибо большое.","2025-05-10T12:03:19.300237Z",3932338,1.813,5,"Вопрос решен","2025-05-10T12:03:19.300237Z","","","","",""
783,"2","Благодарю !","2025-05-10T12:03:22.149968Z",3932396,3.352,5,"Вопрос решен","2025-05-10T12:03:26.536803Z","","","","",""
784,"2","Спасибо большое ","2025-05-10T12:03:30.934223Z",3932417,3.328,5,"Вопрос решен","2025-05-10T12:03:30.934223Z","","","","",""
785,"2","Молодцы, спасибо ","2025-05-10T12:03:34.288429Z",3932459,2.394,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:03:34.288429Z","","","","",""
786,"2","Всё сделали отлично","2025-05-10T12:03:38.485683Z",3932495,3.06,5,"{""choices"":[""Понравилось выполнение заявки"",""Вопрос решен""]}","2025-05-10T12:03:38.485683Z","","","","",""
787,"2","Хороший мастер сделал всё быстро ","2025-05-10T12:03:49.910996Z",3932575,5.715,5,"{""choices"":[""Нравится скорость отработки заявок"",""Нравится качество работы сотрудников"",""Вопрос решен""]}","2025-05-10T12:03:49.910996Z","","","","",""
788,"2","проблема решена после того как сходил в офис и разьяснил на пальцах","2025-05-10T12:03:58.703260Z",3932622,7.814,3,"Вопрос решен","2025-05-10T12:03:58.703260Z","","","","",""
789,"2","Работа выполнена,  в кратчайший срок. Благодарю ","2025-05-10T12:04:04.799926Z",3932847,4.919,5,"{""choices"":[""Нравится скорость отработки заявок"",""Вопрос решен""]}","2025-05-10T12:04:04.799926Z","","","","",""
790,"2","спасибо!","2025-05-10T12:04:07.693611Z",3932876,1.928,5,"Вопрос решен","2025-05-10T12:04:07.693611Z","","","","",""
791,"2","Мастер пришел на следующий день и ответил на все вопросы, выдал рекомендации по устранению проблемы. Спасибо!","2025-05-10T12:04:20.725394Z",3932946,12.009,5,"Нравится качество работы сотрудников","2025-05-10T12:04:20.725394Z","","","","",""
